MsgID.GLOBAL_POSITION,0.0000000,-122.3957534,37.7932878,2.9340000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0200000,-0.0200000
MsgID.LOCAL_POSITION,289.3490000,-0.1531511,-0.1292011,-2.9344518
MsgID.LOCAL_VELOCITY,289.3490000,-0.0167200,0.0264001,-0.0213984
MsgID.GLOBAL_POSITION,0.0000000,-122.3957531,37.7932861,2.9350000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0100000,-0.0900000
MsgID.LOCAL_POSITION,289.5990000,-0.3328121,-0.1032172,-2.9353707
MsgID.LOCAL_VELOCITY,289.5990000,-0.0230929,0.0170683,-0.0926470
MsgID.GLOBAL_POSITION,0.0000000,-122.3957529,37.7932856,2.9440000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0100000,-0.0600000
MsgID.LOCAL_POSITION,289.8490000,-0.3907222,-0.0843114,-2.9443767
MsgID.LOCAL_VELOCITY,289.8490000,-0.0099661,0.0122162,-0.0673195
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932891,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957514,37.7932859,2.9460000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0200000
MsgID.LOCAL_POSITION,290.0990000,-0.3587921,0.0439109,-2.9463265
MsgID.LOCAL_VELOCITY,290.0990000,0.0053814,0.0070833,0.0217922
MsgID.GLOBAL_POSITION,0.0000000,-122.3957525,37.7932879,2.9420000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,0.0700000
MsgID.LOCAL_POSITION,290.3490000,-0.1359022,-0.0544574,-2.9425604
MsgID.LOCAL_VELOCITY,290.3490000,0.0124626,-0.0084048,0.0748456
MsgID.GLOBAL_POSITION,0.0000000,-122.3957528,37.7932885,2.9490000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0100000
MsgID.LOCAL_POSITION,290.5990000,-0.0680904,-0.0835871,-2.9491460
MsgID.LOCAL_VELOCITY,290.5990000,-0.0060791,-0.0088076,-0.0197993
MsgID.GLOBAL_POSITION,0.0000000,-122.3957530,37.7932883,2.9590000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0000000,0.0400000
MsgID.LOCAL_POSITION,290.8490000,-0.0909724,-0.0996368,-2.9596848
MsgID.LOCAL_VELOCITY,290.8490000,-0.0278530,-0.0036564,0.0493025
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932891,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957545,37.7932867,2.9510000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0300000,0.0000000,0.0400000
MsgID.LOCAL_POSITION,291.1000000,-0.2734985,-0.2306531,-2.9515634
MsgID.LOCAL_VELOCITY,291.1000000,-0.0328570,0.0014544,0.0424061
MsgID.GLOBAL_POSITION,0.0000000,-122.3957538,37.7932860,2.9470000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0100000,0.0000000
MsgID.LOCAL_POSITION,291.3500000,-0.3470924,-0.1713382,-2.9473839
MsgID.LOCAL_VELOCITY,291.3500000,-0.0164045,0.0162180,-0.0068587
MsgID.GLOBAL_POSITION,0.0000000,-122.3957525,37.7932868,2.9500000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0200000,-0.0200000
MsgID.LOCAL_POSITION,291.6010000,-0.2579894,-0.0567960,-2.9501410
MsgID.LOCAL_VELOCITY,291.6010000,-0.0038908,0.0217946,-0.0207765
MsgID.GLOBAL_POSITION,0.0000000,-122.3957529,37.7932883,2.9420000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0100000,-0.0200000
MsgID.LOCAL_POSITION,291.8510000,-0.0970196,-0.0858222,-2.9426754
MsgID.LOCAL_VELOCITY,291.8510000,-0.0039020,0.0151437,-0.0284445
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932891,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957529,37.7932873,2.9400000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,-0.0600000
MsgID.LOCAL_POSITION,292.1010000,-0.1991416,-0.0860913,-2.9407268
MsgID.LOCAL_VELOCITY,292.1010000,-0.0196438,0.0083294,-0.0660771
MsgID.GLOBAL_POSITION,0.0000000,-122.3957527,37.7932872,2.9460000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0500000,0.6100000,-0.1000000
MsgID.LOCAL_POSITION,292.3520000,-0.2124840,-0.0749154,-2.9469914
MsgID.LOCAL_VELOCITY,292.3520000,-0.0505716,0.6160390,-0.1065293
MsgID.GLOBAL_POSITION,0.0000000,-122.3957484,37.7932877,2.9490000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0400000,1.7700000,-0.0500000
MsgID.LOCAL_POSITION,292.6020000,-0.1644304,0.3130421,-2.9492114
MsgID.LOCAL_VELOCITY,292.6020000,-0.0464402,1.7732061,-0.0514615
MsgID.GLOBAL_POSITION,0.0000000,-122.3957404,37.7932856,2.9410000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,3.0500000,-0.0600000
MsgID.LOCAL_POSITION,292.8520000,-0.3954047,1.0198842,-2.9413898
MsgID.LOCAL_VELOCITY,292.8520000,0.0040827,3.0507834,-0.0647653
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932891,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957322,37.7932856,2.9530000
MsgID.LOCAL_VELOCITY,0.0000000,0.0700000,4.1400000,-0.1500000
MsgID.LOCAL_POSITION,293.1020000,-0.3933609,1.7477018,-2.9532957
MsgID.LOCAL_VELOCITY,293.1020000,0.0774547,4.1407108,-0.1530883
MsgID.GLOBAL_POSITION,0.0000000,-122.3957187,37.7932853,2.9570000
MsgID.LOCAL_VELOCITY,0.0000000,0.1600000,5.2000000,-0.0600000
MsgID.LOCAL_POSITION,293.3530000,-0.4209707,2.9494896,-2.9573956
MsgID.LOCAL_VELOCITY,293.3530000,0.1603630,5.2061911,-0.0628335
MsgID.GLOBAL_POSITION,0.0000000,-122.3957049,37.7932866,2.9500000
MsgID.LOCAL_VELOCITY,0.0000000,0.2400000,6.1100000,-0.0500000
MsgID.LOCAL_POSITION,293.6030000,-0.2783168,4.1744261,-2.9509933
MsgID.LOCAL_VELOCITY,293.6030000,0.2402856,6.1159992,-0.0533118
MsgID.GLOBAL_POSITION,0.0000000,-122.3956835,37.7932883,2.9570000
MsgID.LOCAL_VELOCITY,0.0000000,0.3000000,7.1000000,-0.0500000
MsgID.LOCAL_POSITION,293.8530000,-0.0879586,6.0799718,-2.9577806
MsgID.LOCAL_VELOCITY,293.8530000,0.3066644,7.1002417,-0.0566497
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932891,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956652,37.7932888,2.9460000
